,vertexID,X.x,vertexCentrDegree,vertexCentrCloseness,vertexCentrBetweenness,vertexPageRank,vertexHub,vertexAuthority,Ranking,X.y,cluster,btw_centrality,vertexCentrEigen
334,HATCH MJ 2002,HATCH MJ 2002,0.021452145,0.226796407,0,0.000869707,0.055823218,0.055823218,474,557,3,29.47553768,0.055823218
395,KIM ST 2002,KIM ST 2002,0.021452145,0.22320442,0.000200729,0.000889717,0.045069109,0.045069109,511,198,3,46.08754927,0.045069109
428,LIEVROUW L 2001,LIEVROUW L 2001,0.021452145,0.22320442,0.000200729,0.000889717,0.045069109,0.045069109,512,199,3,46.08754927,0.045069109
533,ROGERS R 2000,ROGERS R 2000,0.099009901,0.240095087,0.001286484,0.002521541,0.42995045,0.42995045,39,514,10,261.6095008,0.42995045
534,ROGERS R 2008,ROGERS R 2008,0.072607261,0.23388653,0.000894519,0.001932629,0.288621895,0.288621895,107,161,10,212.6235637,0.288621895
535,ROGERS R 2009,ROGERS R 2009,0.041254125,0.234520124,0.000774315,0.001348664,0.089383679,0.089383679,315,160,2,187.8378925,0.089383679
525,RICE RE 2005,RICE RE 2005,0.021452145,0.22320442,0.000200729,0.000889717,0.045069109,0.045069109,513,202,3,46.08754927,0.045069109
537,SAID E 1978,SAID E 1978,0.03630363,0.233796296,0.000473464,0.001266496,0.086978964,0.086978964,341,470,2,153.8690874,0.086978964
426,LEYDESDORFF L 2006,LEYDESDORFF L 2006,0.041254125,0.213380282,0.000137232,0.001470929,0.01924685,0.01924685,483,172,6,27.65703839,0.01924685
538,SCHEUFELE DA 1999,SCHEUFELE DA 1999,0.041254125,0.213380282,0.000137232,0.001470929,0.01924685,0.01924685,485,174,6,27.65703839,0.01924685
71,BAYM NK 2009,BAYM NK 2009,0.01980198,0.217750629,0.000258061,0.00081426,0.046220345,0.046220345,532,408,3,52.2373977,0.046220345
140,BURK WJ 2007,BURK WJ 2007,0.01980198,0.226796407,0.000122322,0.000807399,0.053902382,0.053902382,492,394,3,38.56003925,0.053902382
405,KRESS G 2001,KRESS G 2001,0.01980198,0.226966292,0.000619041,0.000851225,0.044053201,0.044053201,504,118,3,127.3651117,0.044053201
543,SEEGER MW 2002,SEEGER MW 2002,0.041254125,0.213380282,0.000137232,0.001470929,0.01924685,0.01924685,486,176,6,27.65703839,0.01924685
544,SEGERBERG A 2011,SEGERBERG A 2011,0.03960396,0.226288275,0.001869381,0.001459939,0.04235555,0.04235555,406,92,2,421.225286,0.04235555
545,SEIDMAN SB 1983,SEIDMAN SB 1983,0.02310231,0.231386025,0.000440918,0.000877772,0.058191613,0.058191613,452,361,2,115.3143427,0.058191613
546,SHEN C 2014,SHEN C 2014,0.047854785,0.229284904,0.000217525,0.00147829,0.141028393,0.141028393,221,382,5,56.61623216,0.141028393
547,SHIFMAN L 2012,SHIFMAN L 2012,0.02640264,0.233616037,0.000132026,0.00093627,0.075395115,0.075395115,415,301,2,36.18201366,0.075395115
470,MOROZOV EVGENY 2011,MOROZOV EVGENY 2011,0.01980198,0.211740042,0.000432785,0.000906577,0.014922245,0.014922245,570,143,3,83.21200845,0.014922245
549,SHIRKY CLAY 2008,SHIRKY CLAY 2008,0.094059406,0.247954173,0.00868015,0.002935354,0.168453778,0.168453778,97,324,2,1790.69432,0.168453778
550,SHORT J 1976,SHORT J 1976,0.04290429,0.228851964,0.000714699,0.001389208,0.101563065,0.101563065,303,530,5,137.8184666,0.101563065
551,SHUMATE M 2008-1,SHUMATE M 2008-1,0.099009901,0.237926973,0.001017392,0.002489235,0.420252339,0.420252339,44,314,10,194.8603643,0.420252339
552,SHUMATE M 2008-2,SHUMATE M 2008-2,0.135313531,0.247852761,0.002564083,0.003273394,0.662057556,0.662057556,11,515,10,470.097771,0.662057556
553,SIEBERT F 1956,SIEBERT F 1956,0.014851485,0.208462332,0.000159757,0.000734745,0.009722409,0.009722409,585,367,2,38.87184712,0.009722409
58,BARNETT GA 1999-1,BARNETT GA 1999-1,0.02310231,0.217672414,2.64E-05,0.000896628,0.038602817,0.038602817,533,546,1,9.526478568,0.038602817
144,BURRIS V 2000,BURRIS V 2000,0.018151815,0.225698324,7.94E-05,0.00073441,0.057331564,0.057331564,500,558,3,19.70593543,0.057331564
560,SNOW DA 1986,SNOW DA 1986,0.041254125,0.213380282,0.000137232,0.001470929,0.01924685,0.01924685,487,177,6,27.65703839,0.01924685
557,SMITH M 1999,SMITH M 1999,0.04290429,0.235614308,0.000518605,0.001378355,0.115297701,0.115297701,255,595,5,124.7077875,0.115297701
558,SNIJDERS TAB 2006,SNIJDERS TAB 2006,0.072607261,0.233256351,0.000477136,0.00189119,0.319125728,0.319125728,94,315,10,132.1965271,0.319125728
559,SNIJDERS TAB 2010,SNIJDERS TAB 2010,0.112211221,0.244157937,0.00156065,0.002778485,0.562017006,0.562017006,21,522,10,347.3013404,0.562017006
561,SNOW DA 2007,SNOW DA 2007,0.041254125,0.213380282,0.000137232,0.001470929,0.01924685,0.01924685,488,178,6,27.65703839,0.01924685
579,VAN DER 2013,VAN DER 2013,0.041254125,0.213380282,0.000137232,0.001470929,0.01924685,0.01924685,489,179,6,27.65703839,0.01924685
562,SPROULL L 1986,SPROULL L 1986,0.052805281,0.232272901,0.000688409,0.001653692,0.111162502,0.111162502,236,492,5,152.6721553,0.111162502
101,BORGATTI S 2002-4,BORGATTI S 2002-4,0.02310231,0.223368964,8.09E-05,0.000936006,0.039340041,0.039340041,519,581,1,22.93964605,0.039340041
564,STROMER-GALLEY J 2000,STROMER-GALLEY J 2000,0.021452145,0.205354117,0.000160428,0.000955391,0.017754655,0.017754655,574,536,4,32.41470119,0.017754655
565,STROUD N 2011,STROUD N 2011,0.044554455,0.228334589,0.000306323,0.001441886,0.06199329,0.06199329,370,264,7,68.18771464,0.06199329
566,STROUD NJ 2010,STROUD NJ 2010,0.044554455,0.220363636,0.000286147,0.001460622,0.047408912,0.047408912,419,105,7,61.45652926,0.047408912
567,SUNSTEIN C 2001,SUNSTEIN C 2001,0.047854785,0.242691229,0.002882024,0.001616681,0.121616835,0.121616835,192,134,2,566.1931981,0.121616835
568,SUNSTEIN CR 2007,SUNSTEIN CR 2007,0.072607261,0.242885772,0.003722001,0.002198302,0.150080736,0.150080736,142,330,7,763.6472887,0.150080736
583,VLIEGER E 2011,VLIEGER E 2011,0.041254125,0.213380282,0.000137232,0.001470929,0.01924685,0.01924685,490,180,6,27.65703839,0.01924685
178,CHANG TK 1998,CHANG TK 1998,0.02310231,0.217048711,0.000104142,0.000898317,0.036541858,0.036541858,538,227,1,39.32180243,0.036541858
571,THELWALL M 2006,THELWALL M 2006,0.135313531,0.247852761,0.002564083,0.003273394,0.662057556,0.662057556,12,516,10,470.097771,0.662057556
6,ADAMIC L 1999,ADAMIC L 1999,0.01650165,0.22502785,5.57E-05,0.000688781,0.054613476,0.054613476,522,562,3,15.17503389,0.054613476
370,JACK SL 2004,JACK SL 2004,0.01650165,0.225530331,0,0.000736877,0.042603926,0.042603926,528,185,3,2.010938714,0.042603926
574,TURKLE S 1995,TURKLE S 1995,0.070957096,0.241819633,0.002291523,0.002133573,0.194781684,0.194781684,128,383,5,530.4790807,0.194781684
417,LEA M 1995,LEA M 1995,0.02640264,0.207961565,2.55E-05,0.00098059,0.034108368,0.034108368,557,603,9,7.182028248,0.034108368
555,SLOTTE-KOCK S 2010,SLOTTE-KOCK S 2010,0.01650165,0.225530331,0,0.000736877,0.042603926,0.042603926,529,187,3,2.010938714,0.042603926
577,VALENZUELA S 2012,VALENZUELA S 2012,0.01980198,0.209833795,0.00022801,0.000909331,0.018428403,0.018428403,572,144,2,46.8150438,0.018428403
578,VALLETTI TM 2002,VALLETTI TM 2002,0.001650165,0.162553648,0,0.000594332,3.61E-05,3.61E-05,605,364,13,0,3.61E-05
587,WATERS RD 2010,WATERS RD 2010,0.041254125,0.213380282,0.000137232,0.001470929,0.01924685,0.01924685,491,181,6,27.65703839,0.01924685
597,WELLMAN B 1993,WELLMAN B 1993,0.01650165,0.225530331,0,0.000736877,0.042603926,0.042603926,530,188,3,2.010938714,0.042603926
83,BERGER J 2012,BERGER J 2012,0.021452145,0.217750629,5.54E-05,0.000874364,0.029034538,0.029034538,552,82,8,16.64716252,0.029034538
410,LANGE PG 2007,LANGE PG 2007,0.01980198,0.215658363,0.000117875,0.00083316,0.027151502,0.027151502,563,498,8,45.89038221,0.027151502
335,HAYES AF 2007,HAYES AF 2007,0.034653465,0.208390646,0.000360264,0.001296743,0.01323664,0.01323664,544,169,6,82.56281869,0.01323664
33,AYRES JM 1999,AYRES JM 1999,0.014851485,0.219565217,5.45E-05,0.000645512,0.043548288,0.043548288,559,368,3,15.10945503,0.043548288
585,WALTHER JB 1996,WALTHER JB 1996,0.04620462,0.228592984,0.000847339,0.001512344,0.089951239,0.089951239,305,493,5,176.9012844,0.089951239
36,BAHNISCH M 2006,BAHNISCH M 2006,0.014851485,0.219724438,4.93E-05,0.00061648,0.051227595,0.051227595,549,526,3,11.06137135,0.051227595
556,SMITH BG 2010,SMITH BG 2010,0.0330033,0.207392197,0,0.001232795,0.012998116,0.012998116,558,1,6,13.438639,0.012998116
109,BORGATTI SP 2005,BORGATTI SP 2005,0.014851485,0.223122239,3.50E-05,0.000646926,0.057529712,0.057529712,525,393,3,12.0356985,0.057529712
205,CRONIN B 2001,CRONIN B 2001,0.02310231,0.223368964,8.09E-05,0.000936006,0.039340041,0.039340041,520,584,1,22.93964605,0.039340041
190,COLLINS A 1972,COLLINS A 1972,0.014851485,0.208247423,0,0.000679921,0.022278934,0.022278934,579,597,3,2.084680106,0.022278934
121,BRANDES U 2004,BRANDES U 2004,0.021452145,0.223533751,4.73E-05,0.00081949,0.060370992,0.060370992,478,469,1,17.32573424,0.060370992
592,WEBSTER JG 2005,WEBSTER JG 2005,0.03960396,0.232808298,0.000256684,0.001285063,0.087688168,0.087688168,332,265,7,61.85826241,0.087688168
593,WEBSTER JG 2012,WEBSTER JG 2012,0.122112211,0.249588138,0.008265654,0.003433252,0.236879177,0.236879177,56,68,7,1275.101221,0.236879177
594,WEI R 2006,WEI R 2006,0.03630363,0.233526012,0.000866008,0.001204761,0.1089087,0.1089087,308,341,5,170.4672209,0.1089087
595,WELLMAN B 1988,WELLMAN B 1988,0.047854785,0.230769231,0.000652683,0.001511555,0.116980517,0.116980517,249,433,5,144.2650117,0.116980517
596,WELLMAN B 1990,WELLMAN B 1990,0.047854785,0.236903831,0.000464293,0.00151738,0.119703886,0.119703886,231,494,5,125.3872023,0.119703886
118,BOYD D 2008,BOYD D 2008,0.011551155,0.212110606,9.76E-05,0.000583155,0.020719681,0.020719681,584,449,3,19.54276366,0.020719681
598,WELLMAN B 1996,WELLMAN B 1996,0.066006601,0.237926973,0.001749403,0.002003937,0.161041359,0.161041359,155,256,5,394.2869655,0.161041359
599,WELLMAN B 1999,WELLMAN B 1999,0.047854785,0.229284904,0.000217525,0.00147829,0.141028393,0.141028393,222,384,5,56.61623216,0.141028393
600,WELLMAN B 2001-1,WELLMAN B 2001-1,0.074257426,0.238301219,0.003878442,0.002277004,0.150595752,0.150595752,143,222,5,847.0166544,0.150595752
37,BAKSHY E 2011,BAKSHY E 2011,0.004950495,0.194293043,0,0.000410007,0.002554884,0.002554884,601,373,3,0,0.002554884
317,GRUBER H 2001,GRUBER H 2001,0.004950495,0.201061712,7.34E-06,0.000394195,0.007173654,0.007173654,596,249,3,1.563076539,0.007173654
603,WILLIAMS D 2006-2,WILLIAMS D 2006-2,0.021452145,0.223286662,0.000186741,0.000826826,0.051028416,0.051028416,507,392,5,51.53584859,0.051028416
604,WILLIAMS D 2007,WILLIAMS D 2007,0.057755776,0.235981308,0.000352831,0.001683382,0.200521004,0.200521004,154,343,5,99.03764463,0.200521004
605,XENOS MA 2005,XENOS MA 2005,0.021452145,0.205354117,0.000160428,0.000955391,0.017754655,0.017754655,575,537,4,32.41470119,0.017754655
606,ZIEGELE M 2014,ZIEGELE M 2014,0.054455446,0.23671875,0.002056962,0.00170335,0.139922159,0.139922159,182,135,2,460.5552605,0.139922159
474,MRVAR A 2005,MRVAR A 2005,0.014851485,0.219168174,8.42E-05,0.000669896,0.028908934,0.028908934,565,451,8,21.0058503,0.028908934
